STATION,NAME,DATE,PRCP,TMAX,TMIN
USW00053152,"SANTA BARBARA 11 W, CA US",9/10/08,0,68,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/11/08,0,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",9/12/08,0,69,61
USW00053152,"SANTA BARBARA 11 W, CA US",9/13/08,0.01,68,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/14/08,0,68,54
USW00053152,"SANTA BARBARA 11 W, CA US",9/15/08,0,72,51
USW00053152,"SANTA BARBARA 11 W, CA US",9/16/08,0,72,55
USW00053152,"SANTA BARBARA 11 W, CA US",9/17/08,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",9/18/08,0,72,54
USW00053152,"SANTA BARBARA 11 W, CA US",9/19/08,0,75,55
USW00053152,"SANTA BARBARA 11 W, CA US",9/20/08,0,73,54
USW00053152,"SANTA BARBARA 11 W, CA US",9/21/08,0,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",9/22/08,0,71,53
USW00053152,"SANTA BARBARA 11 W, CA US",9/23/08,0,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",9/24/08,0,67,57
USW00053152,"SANTA BARBARA 11 W, CA US",9/25/08,0,69,55
USW00053152,"SANTA BARBARA 11 W, CA US",9/26/08,0,72,57
USW00053152,"SANTA BARBARA 11 W, CA US",9/27/08,0,66,58
USW00053152,"SANTA BARBARA 11 W, CA US",9/28/08,0,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/29/08,0,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",9/30/08,0,75,53
USW00053152,"SANTA BARBARA 11 W, CA US",10/1/08,0,78,57
USW00053152,"SANTA BARBARA 11 W, CA US",10/2/08,0,76,57
USW00053152,"SANTA BARBARA 11 W, CA US",10/3/08,0,69,58
USW00053152,"SANTA BARBARA 11 W, CA US",10/4/08,0.07,68,58
USW00053152,"SANTA BARBARA 11 W, CA US",10/5/08,0,68,53
USW00053152,"SANTA BARBARA 11 W, CA US",10/6/08,0,70,50
USW00053152,"SANTA BARBARA 11 W, CA US",10/7/08,0,79,52
USW00053152,"SANTA BARBARA 11 W, CA US",10/8/08,0,79,52
USW00053152,"SANTA BARBARA 11 W, CA US",10/9/08,0,75,52
USW00053152,"SANTA BARBARA 11 W, CA US",10/10/08,0,77,46
USW00053152,"SANTA BARBARA 11 W, CA US",10/11/08,0,67,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/12/08,0,67,43
USW00053152,"SANTA BARBARA 11 W, CA US",10/13/08,0,68,39
USW00053152,"SANTA BARBARA 11 W, CA US",10/14/08,0,73,41
USW00053152,"SANTA BARBARA 11 W, CA US",10/15/08,0,74,44
USW00053152,"SANTA BARBARA 11 W, CA US",10/16/08,0,85,46
USW00053152,"SANTA BARBARA 11 W, CA US",10/17/08,0,76,46
USW00053152,"SANTA BARBARA 11 W, CA US",10/18/08,0,65,51
USW00053152,"SANTA BARBARA 11 W, CA US",10/19/08,0,63,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/20/08,0,65,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/21/08,0,70,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/22/08,0,81,48
USW00053152,"SANTA BARBARA 11 W, CA US",10/23/08,0,84,48
USW00053152,"SANTA BARBARA 11 W, CA US",10/24/08,0,77,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/25/08,0,66,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/26/08,0,62,50
USW00053152,"SANTA BARBARA 11 W, CA US",10/27/08,0,65,49
USW00053152,"SANTA BARBARA 11 W, CA US",10/28/08,0,72,44
USW00053152,"SANTA BARBARA 11 W, CA US",10/29/08,0,74,45
USW00053152,"SANTA BARBARA 11 W, CA US",10/30/08,0,70,57
USW00053152,"SANTA BARBARA 11 W, CA US",10/31/08,0.02,75,61
USW00053152,"SANTA BARBARA 11 W, CA US",11/1/08,0.08,69,59
USW00053152,"SANTA BARBARA 11 W, CA US",11/2/08,0.34,70,52
USW00053152,"SANTA BARBARA 11 W, CA US",11/3/08,0.19,67,48
USW00053152,"SANTA BARBARA 11 W, CA US",11/4/08,0.16,71,51
USW00053152,"SANTA BARBARA 11 W, CA US",11/5/08,0,68,42
USW00053152,"SANTA BARBARA 11 W, CA US",11/6/08,0,71,44
USW00053152,"SANTA BARBARA 11 W, CA US",11/7/08,0,74,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/8/08,0,78,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/9/08,0,67,56
USW00053152,"SANTA BARBARA 11 W, CA US",11/10/08,0,63,46
USW00053152,"SANTA BARBARA 11 W, CA US",11/11/08,0,69,43
USW00053152,"SANTA BARBARA 11 W, CA US",11/12/08,0,71,48
USW00053152,"SANTA BARBARA 11 W, CA US",11/13/08,0,77,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/14/08,0,78,51
USW00053152,"SANTA BARBARA 11 W, CA US",11/15/08,0,77,50
USW00053152,"SANTA BARBARA 11 W, CA US",11/16/08,0,79,47
USW00053152,"SANTA BARBARA 11 W, CA US",11/17/08,0,78,48
USW00053152,"SANTA BARBARA 11 W, CA US",11/18/08,0,64,43
USW00053152,"SANTA BARBARA 11 W, CA US",11/19/08,0,68,43
USW00053152,"SANTA BARBARA 11 W, CA US",11/20/08,0,69,45
USW00053152,"SANTA BARBARA 11 W, CA US",11/21/08,0,71,45
USW00053152,"SANTA BARBARA 11 W, CA US",11/22/08,0,70,44
USW00053152,"SANTA BARBARA 11 W, CA US",11/23/08,0,64,50
USW00053152,"SANTA BARBARA 11 W, CA US",11/24/08,0,66,50
USW00053152,"SANTA BARBARA 11 W, CA US",11/25/08,0.28,64,50
USW00053152,"SANTA BARBARA 11 W, CA US",11/26/08,0.69,63,53
USW00053152,"SANTA BARBARA 11 W, CA US",11/27/08,0,67,50
USW00053152,"SANTA BARBARA 11 W, CA US",11/28/08,0,62,46
USW00053152,"SANTA BARBARA 11 W, CA US",11/29/08,0,63,46
USW00053152,"SANTA BARBARA 11 W, CA US",11/30/08,0,62,47
USW00053152,"SANTA BARBARA 11 W, CA US",12/1/08,0,67,45
USW00053152,"SANTA BARBARA 11 W, CA US",12/2/08,0,62,54
USW00053152,"SANTA BARBARA 11 W, CA US",12/3/08,0,60,51
USW00053152,"SANTA BARBARA 11 W, CA US",12/4/08,0,63,46
USW00053152,"SANTA BARBARA 11 W, CA US",12/5/08,0,65,42
USW00053152,"SANTA BARBARA 11 W, CA US",12/6/08,0,67,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/7/08,0,65,49
USW00053152,"SANTA BARBARA 11 W, CA US",12/8/08,0,63,45
USW00053152,"SANTA BARBARA 11 W, CA US",12/9/08,0,63,42
USW00053152,"SANTA BARBARA 11 W, CA US",12/10/08,0,65,40
USW00053152,"SANTA BARBARA 11 W, CA US",12/11/08,0,65,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/12/08,0,62,47
USW00053152,"SANTA BARBARA 11 W, CA US",12/13/08,0,60,46
USW00053152,"SANTA BARBARA 11 W, CA US",12/14/08,0.35,57,41
USW00053152,"SANTA BARBARA 11 W, CA US",12/15/08,0.89,57,40
USW00053152,"SANTA BARBARA 11 W, CA US",12/16/08,0.08,53,38
USW00053152,"SANTA BARBARA 11 W, CA US",12/17/08,0.01,55,45
USW00053152,"SANTA BARBARA 11 W, CA US",12/18/08,0,58,39
USW00053152,"SANTA BARBARA 11 W, CA US",12/19/08,0,60,38
USW00053152,"SANTA BARBARA 11 W, CA US",12/20/08,0,58,36
USW00053152,"SANTA BARBARA 11 W, CA US",12/21/08,0,58,39
USW00053152,"SANTA BARBARA 11 W, CA US",12/22/08,0.29,59,49
USW00053152,"SANTA BARBARA 11 W, CA US",12/23/08,0,58,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/24/08,0.04,55,43
USW00053152,"SANTA BARBARA 11 W, CA US",12/25/08,0.05,58,48
USW00053152,"SANTA BARBARA 11 W, CA US",12/26/08,0,58,40
USW00053152,"SANTA BARBARA 11 W, CA US",12/27/08,0,56,35
USW00053152,"SANTA BARBARA 11 W, CA US",12/28/08,0,56,35
USW00053152,"SANTA BARBARA 11 W, CA US",12/29/08,0,59,38
USW00053152,"SANTA BARBARA 11 W, CA US",12/30/08,0,64,40
USW00053152,"SANTA BARBARA 11 W, CA US",12/31/08,0,56,39
USW00053152,"SANTA BARBARA 11 W, CA US",1/1/09,0.01,53,42
USW00053152,"SANTA BARBARA 11 W, CA US",1/2/09,0,56,42
USW00053152,"SANTA BARBARA 11 W, CA US",1/3/09,0,58,43
USW00053152,"SANTA BARBARA 11 W, CA US",1/4/09,0,58,37
USW00053152,"SANTA BARBARA 11 W, CA US",1/5/09,0,61,35
USW00053152,"SANTA BARBARA 11 W, CA US",1/6/09,0,58,40
USW00053152,"SANTA BARBARA 11 W, CA US",1/7/09,0,58,40
USW00053152,"SANTA BARBARA 11 W, CA US",1/8/09,0.01,53,43
USW00053152,"SANTA BARBARA 11 W, CA US",1/9/09,0,63,43
USW00053152,"SANTA BARBARA 11 W, CA US",1/10/09,0.01,62,38
USW00053152,"SANTA BARBARA 11 W, CA US",1/11/09,0,69,40
USW00053152,"SANTA BARBARA 11 W, CA US",1/12/09,0,71,42
USW00053152,"SANTA BARBARA 11 W, CA US",1/13/09,0,72,44
USW00053152,"SANTA BARBARA 11 W, CA US",1/14/09,0,72,42
USW00053152,"SANTA BARBARA 11 W, CA US",1/15/09,0,76,41
USW00053152,"SANTA BARBARA 11 W, CA US",1/16/09,0,74,42
USW00053152,"SANTA BARBARA 11 W, CA US",1/17/09,0,71,41
USW00053152,"SANTA BARBARA 11 W, CA US",1/18/09,0,73,40
USW00053152,"SANTA BARBARA 11 W, CA US",1/19/09,0,72,43
USW00053152,"SANTA BARBARA 11 W, CA US",1/20/09,0,71,45
USW00053152,"SANTA BARBARA 11 W, CA US",1/21/09,0.05,71,54
USW00053152,"SANTA BARBARA 11 W, CA US",1/22/09,0.2,65,54
USW00053152,"SANTA BARBARA 11 W, CA US",1/23/09,0.41,61,56
USW00053152,"SANTA BARBARA 11 W, CA US",1/24/09,0.03,59,48
USW00053152,"SANTA BARBARA 11 W, CA US",1/25/09,0,60,48
USW00053152,"SANTA BARBARA 11 W, CA US",1/26/09,0,62,42
USW00053152,"SANTA BARBARA 11 W, CA US",1/27/09,0,58,38
USW00053152,"SANTA BARBARA 11 W, CA US",1/28/09,0,61,36
USW00053152,"SANTA BARBARA 11 W, CA US",1/29/09,0,64,40
USW00053152,"SANTA BARBARA 11 W, CA US",1/30/09,0,67,41
USW00053152,"SANTA BARBARA 11 W, CA US",1/31/09,0,62,39
USW00053152,"SANTA BARBARA 11 W, CA US",2/1/09,0.01,60,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/2/09,0.01,75,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/3/09,0,75,39
USW00053152,"SANTA BARBARA 11 W, CA US",2/4/09,0,68,41
USW00053152,"SANTA BARBARA 11 W, CA US",2/5/09,0.68,58,53
USW00053152,"SANTA BARBARA 11 W, CA US",2/6/09,0.65,58,52
USW00053152,"SANTA BARBARA 11 W, CA US",2/7/09,0.6,57,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/8/09,0.01,59,41
USW00053152,"SANTA BARBARA 11 W, CA US",2/9/09,0.3,55,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/10/09,0,59,36
USW00053152,"SANTA BARBARA 11 W, CA US",2/11/09,0.01,54,37
USW00053152,"SANTA BARBARA 11 W, CA US",2/12/09,0,58,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/13/09,0.56,54,39
USW00053152,"SANTA BARBARA 11 W, CA US",2/14/09,0,55,35
USW00053152,"SANTA BARBARA 11 W, CA US",2/15/09,0,57,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/16/09,0.93,57,45
USW00053152,"SANTA BARBARA 11 W, CA US",2/17/09,0.19,57,43
USW00053152,"SANTA BARBARA 11 W, CA US",2/18/09,0,58,40
USW00053152,"SANTA BARBARA 11 W, CA US",2/19/09,0.01,64,38
USW00053152,"SANTA BARBARA 11 W, CA US",2/20/09,0.02,62,39
USW00053152,"SANTA BARBARA 11 W, CA US",2/21/09,0,62,42
USW00053152,"SANTA BARBARA 11 W, CA US",2/22/09,0.04,65,54
USW00053152,"SANTA BARBARA 11 W, CA US",2/23/09,0.06,65,48
USW00053152,"SANTA BARBARA 11 W, CA US",2/24/09,0,60,43
USW00053152,"SANTA BARBARA 11 W, CA US",2/25/09,0.01,64,45
USW00053152,"SANTA BARBARA 11 W, CA US",2/26/09,0.01,64,43
USW00053152,"SANTA BARBARA 11 W, CA US",2/27/09,0,60,46
USW00053152,"SANTA BARBARA 11 W, CA US",2/28/09,0.01,71,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/1/09,0.01,72,46
USW00053152,"SANTA BARBARA 11 W, CA US",3/2/09,0,67,54
USW00053152,"SANTA BARBARA 11 W, CA US",3/3/09,0.02,62,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/4/09,0.43,58,40
USW00053152,"SANTA BARBARA 11 W, CA US",3/5/09,0.01,58,38
USW00053152,"SANTA BARBARA 11 W, CA US",3/6/09,0.01,62,39
USW00053152,"SANTA BARBARA 11 W, CA US",3/7/09,0.02,58,39
USW00053152,"SANTA BARBARA 11 W, CA US",3/8/09,0.01,59,40
USW00053152,"SANTA BARBARA 11 W, CA US",3/9/09,0,60,42
USW00053152,"SANTA BARBARA 11 W, CA US",3/10/09,0.01,58,39
USW00053152,"SANTA BARBARA 11 W, CA US",3/11/09,0.01,57,42
USW00053152,"SANTA BARBARA 11 W, CA US",3/12/09,0.02,59,42
USW00053152,"SANTA BARBARA 11 W, CA US",3/13/09,0.01,60,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/14/09,0.02,60,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/15/09,0.02,60,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/16/09,0.02,61,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/17/09,0.02,64,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/18/09,0.02,67,46
USW00053152,"SANTA BARBARA 11 W, CA US",3/19/09,0.02,59,52
USW00053152,"SANTA BARBARA 11 W, CA US",3/20/09,0.01,57,52
USW00053152,"SANTA BARBARA 11 W, CA US",3/21/09,0.09,58,52
USW00053152,"SANTA BARBARA 11 W, CA US",3/22/09,0.27,58,48
USW00053152,"SANTA BARBARA 11 W, CA US",3/23/09,0,63,42
USW00053152,"SANTA BARBARA 11 W, CA US",3/24/09,0,65,40
USW00053152,"SANTA BARBARA 11 W, CA US",3/25/09,0,69,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/26/09,0,69,54
USW00053152,"SANTA BARBARA 11 W, CA US",3/27/09,0,64,49
USW00053152,"SANTA BARBARA 11 W, CA US",3/28/09,0,65,45
USW00053152,"SANTA BARBARA 11 W, CA US",3/29/09,0,60,47
USW00053152,"SANTA BARBARA 11 W, CA US",3/30/09,0,63,43
USW00053152,"SANTA BARBARA 11 W, CA US",3/31/09,0,62,41
USW00053152,"SANTA BARBARA 11 W, CA US",4/1/09,0,63,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/2/09,0,60,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/3/09,0.01,73,42
USW00053152,"SANTA BARBARA 11 W, CA US",4/4/09,0,63,42
USW00053152,"SANTA BARBARA 11 W, CA US",4/5/09,0,72,40
USW00053152,"SANTA BARBARA 11 W, CA US",4/6/09,0,65,42
USW00053152,"SANTA BARBARA 11 W, CA US",4/7/09,0.18,61,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/8/09,0.11,60,44
USW00053152,"SANTA BARBARA 11 W, CA US",4/9/09,0,61,43
USW00053152,"SANTA BARBARA 11 W, CA US",4/10/09,0,63,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/11/09,0,64,47
USW00053152,"SANTA BARBARA 11 W, CA US",4/12/09,0,62,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/13/09,0,63,49
USW00053152,"SANTA BARBARA 11 W, CA US",4/14/09,0,67,47
USW00053152,"SANTA BARBARA 11 W, CA US",4/15/09,0,60,45
USW00053152,"SANTA BARBARA 11 W, CA US",4/16/09,0,65,40
USW00053152,"SANTA BARBARA 11 W, CA US",4/17/09,0,62,44
USW00053152,"SANTA BARBARA 11 W, CA US",4/18/09,0,64,47
USW00053152,"SANTA BARBARA 11 W, CA US",4/19/09,0,72,46
USW00053152,"SANTA BARBARA 11 W, CA US",4/20/09,0.01,85,52
USW00053152,"SANTA BARBARA 11 W, CA US",4/21/09,0,71,51
USW00053152,"SANTA BARBARA 11 W, CA US",4/22/09,0,60,53
USW00053152,"SANTA BARBARA 11 W, CA US",4/23/09,0,60,54
USW00053152,"SANTA BARBARA 11 W, CA US",4/24/09,0,62,48
USW00053152,"SANTA BARBARA 11 W, CA US",4/25/09,0.01,68,39
USW00053152,"SANTA BARBARA 11 W, CA US",4/26/09,0,65,43
USW00053152,"SANTA BARBARA 11 W, CA US",4/27/09,0,62,44
USW00053152,"SANTA BARBARA 11 W, CA US",4/28/09,0,63,41
USW00053152,"SANTA BARBARA 11 W, CA US",4/29/09,0,64,41
USW00053152,"SANTA BARBARA 11 W, CA US",4/30/09,0,65,44
USW00053152,"SANTA BARBARA 11 W, CA US",5/1/09,0,73,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/2/09,0,67,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/3/09,0,77,51
USW00053152,"SANTA BARBARA 11 W, CA US",5/4/09,0,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",5/5/09,0,85,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/6/09,0,86,58
USW00053152,"SANTA BARBARA 11 W, CA US",5/7/09,0,83,57
USW00053152,"SANTA BARBARA 11 W, CA US",5/8/09,0,80,51
USW00053152,"SANTA BARBARA 11 W, CA US",5/9/09,0,65,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/10/09,0,63,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/11/09,0,62,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/12/09,0,65,49
USW00053152,"SANTA BARBARA 11 W, CA US",5/13/09,0,73,48
USW00053152,"SANTA BARBARA 11 W, CA US",5/14/09,0,73,55
USW00053152,"SANTA BARBARA 11 W, CA US",5/15/09,0,65,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/16/09,0,64,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/17/09,0,68,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/18/09,0.01,64,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/19/09,0,63,53
USW00053152,"SANTA BARBARA 11 W, CA US",5/20/09,0,63,52
USW00053152,"SANTA BARBARA 11 W, CA US",5/21/09,0,67,51
USW00053152,"SANTA BARBARA 11 W, CA US",5/22/09,0,64,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/23/09,0,65,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/24/09,0.01,64,49
USW00053152,"SANTA BARBARA 11 W, CA US",5/25/09,0.01,63,46
USW00053152,"SANTA BARBARA 11 W, CA US",5/26/09,0.01,62,49
USW00053152,"SANTA BARBARA 11 W, CA US",5/27/09,0,66,50
USW00053152,"SANTA BARBARA 11 W, CA US",5/28/09,0,64,54
USW00053152,"SANTA BARBARA 11 W, CA US",5/29/09,0,62,56
USW00053152,"SANTA BARBARA 11 W, CA US",5/30/09,0,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",5/31/09,0,67,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/1/09,0,63,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/2/09,0,67,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/3/09,0,67,52
USW00053152,"SANTA BARBARA 11 W, CA US",6/4/09,0,71,50
USW00053152,"SANTA BARBARA 11 W, CA US",6/5/09,0.57,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/6/09,0,68,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/7/09,0,70,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/8/09,0,69,52
USW00053152,"SANTA BARBARA 11 W, CA US",6/9/09,0,69,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/10/09,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/11/09,0,70,52
USW00053152,"SANTA BARBARA 11 W, CA US",6/12/09,0,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/13/09,0,72,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/14/09,0,71,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/15/09,0,69,53
USW00053152,"SANTA BARBARA 11 W, CA US",6/16/09,0,71,57
USW00053152,"SANTA BARBARA 11 W, CA US",6/17/09,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/18/09,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",6/19/09,0,68,59
USW00053152,"SANTA BARBARA 11 W, CA US",6/20/09,0,72,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/21/09,0,71,49
USW00053152,"SANTA BARBARA 11 W, CA US",6/22/09,0,67,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/23/09,0,68,58
USW00053152,"SANTA BARBARA 11 W, CA US",6/24/09,0,68,52
USW00053152,"SANTA BARBARA 11 W, CA US",6/25/09,0,67,51
USW00053152,"SANTA BARBARA 11 W, CA US",6/26/09,0,66,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/27/09,0,66,55
USW00053152,"SANTA BARBARA 11 W, CA US",6/28/09,0,64,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/29/09,0,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",6/30/09,0,66,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/1/09,0,67,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/2/09,0,66,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/3/09,0,67,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/4/09,0,68,52
USW00053152,"SANTA BARBARA 11 W, CA US",7/5/09,0,68,51
USW00053152,"SANTA BARBARA 11 W, CA US",7/6/09,0,72,52
USW00053152,"SANTA BARBARA 11 W, CA US",7/7/09,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/8/09,0,67,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/9/09,0,68,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/10/09,0,70,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/11/09,0,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/12/09,0,72,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/13/09,0,71,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/14/09,0,67,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/15/09,0,66,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/16/09,0,67,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/17/09,0,68,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/18/09,0,68,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/19/09,0,70,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/20/09,0,70,57
USW00053152,"SANTA BARBARA 11 W, CA US",7/21/09,0,70,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/22/09,0,72,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/23/09,0,69,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/24/09,0,69,56
USW00053152,"SANTA BARBARA 11 W, CA US",7/25/09,0,71,54
USW00053152,"SANTA BARBARA 11 W, CA US",7/26/09,0,70,55
USW00053152,"SANTA BARBARA 11 W, CA US",7/27/09,0,68,58
USW00053152,"SANTA BARBARA 11 W, CA US",7/28/09,0,70,59
USW00053152,"SANTA BARBARA 11 W, CA US",7/29/09,0,69,58
USW00053152,"SANTA BARBARA 11 W, CA US",7/30/09,0,72,59
USW00053152,"SANTA BARBARA 11 W, CA US",7/31/09,0,69,59
USW00053152,"SANTA BARBARA 11 W, CA US",8/1/09,0,70,58
USW00053152,"SANTA BARBARA 11 W, CA US",8/2/09,0,67,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/3/09,0,72,52
USW00053152,"SANTA BARBARA 11 W, CA US",8/4/09,0,77,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/5/09,0,77,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/6/09,0,73,54
USW00053152,"SANTA BARBARA 11 W, CA US",8/7/09,0,72,54
USW00053152,"SANTA BARBARA 11 W, CA US",8/8/09,0,68,53
USW00053152,"SANTA BARBARA 11 W, CA US",8/9/09,0,64,54
USW00053152,"SANTA BARBARA 11 W, CA US",8/10/09,0,68,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/11/09,0,64,57
USW00053152,"SANTA BARBARA 11 W, CA US",8/12/09,0,64,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/13/09,0,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/14/09,0,66,52
USW00053152,"SANTA BARBARA 11 W, CA US",8/15/09,0,67,51
USW00053152,"SANTA BARBARA 11 W, CA US",8/16/09,0,64,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/17/09,0,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/18/09,0,65,56
USW00053152,"SANTA BARBARA 11 W, CA US",8/19/09,0,68,51
USW00053152,"SANTA BARBARA 11 W, CA US",8/20/09,0,66,52
USW00053152,"SANTA BARBARA 11 W, CA US",8/21/09,0,69,52
